Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,482542,-,-,-,40.49,-105.06,-7,1518,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
2022,1,1,0,0,-10,0,0,0,7,-13.5,0,0,0,0,75.44,162.48,0.8,820,0.5,108,2.2,0.0000,0.0000
2022,1,1,0,30,-10.200000000000001,0,0,0,7,-13.5,0,0,0,0,76.64,161.64000000000001,0.8,820,0.5,108,2.3000000000000003,0.0000,0.0000
2022,1,1,1,0,-10.4,0,0,0,7,-14.100000000000001,0,0,0,0,74.29,158.86,0.8,820,0.5,108,2.4000000000000004,0.0000,0.0000
2022,1,1,1,30,-10.700000000000001,0,0,0,7,-14.100000000000001,0,0,0,0,76.08,154.78,0.8,820,0.5,108,2.5,0.0000,0.0000
2022,1,1,2,0,-11.100000000000001,0,0,0,7,-14.9,0,0,0,0,73.7,149.95000000000002,0.8,820,0.5,109,2.6,0.0000,0.0000
2022,1,1,2,30,-11.5,0,0,0,7,-14.9,0,0,0,0,76.09,144.68,0.8,820,0.5,106,2.5,0.0000,0.0000
2022,1,1,3,0,-11.8,0,0,0,7,-15.600000000000001,0,0,0,0,73.67,139.18,0.8,820,0.5,104,2.4000000000000004,0.0000,0.0000
2022,1,1,3,30,-12,0,0,0,8,-15.5,0,0,0,0,74.95,133.54,0.8,821,0.4,100,2.2,0.0000,0.0000
2022,1,1,4,0,-12.100000000000001,0,0,0,8,-16,0,0,0,0,72.85000000000001,127.85000000000001,0.8,821,0.4,96,2,0.0000,0.0000
2022,1,1,4,30,-12.200000000000001,0,0,0,5,-16,0,0,0,0,73.44,122.15,0.8,821,0.4,91,1.9000000000000001,0.0000,0.0000
2022,1,1,5,0,-12.4,0,0,0,7,-16.5,0,0,0,0,71.5,116.49000000000001,0.8,821,0.4,87,1.8,0.0000,0.0000
2022,1,1,5,30,-12.5,0,0,0,7,-16.5,0,0,0,0,72.17,110.89,0.8,822,0.4,80,1.6,0.0000,0.0000
2022,1,1,6,0,-12.600000000000001,0,0,0,8,-17,0,0,0,0,69.84,105.38,0.8,822,0.4,74,1.5,0.0000,0.0000
2022,1,1,6,30,-12.8,0,0,0,7,-17,0,0,0,0,70.97,100.01,0.8,822,0.4,64,1.5,0.0000,0.0000
2022,1,1,7,0,-13,0,0,0,7,-17.6,0,0,0,0,68.46000000000001,94.8,0.8,823,0.4,55,1.4000000000000001,0.0000,0.0000
2022,1,1,7,30,-12.9,10,81,11,7,-17.6,5,0,57,5,67.9,89.4,0.8,823,0.4,52,1.5,0.0000,0.0000
2022,1,1,8,0,-12.8,36,375,69,7,-17.5,29,0,100,29,67.95,84.91,0.8,824,0.4,49,1.6,0.0000,0.0000
2022,1,1,8,30,-12.3,54,566,147,7,-17.5,49,1,14,49,65.26,80.52,0.8,824,0.4,43,1.8,0.0000,0.0000
2022,1,1,9,0,-11.9,66,682,226,7,-16.7,56,0,0,56,67.62,76.46000000000001,0.8,825,0.4,37,1.9000000000000001,2.7059,2.0740
2022,1,1,9,30,-11.600000000000001,77,759,301,7,-16.7,90,1,0,90,66.02,72.81,0.8,825,0.4,30,2,4.4898,3.4632
2022,1,1,10,0,-11.3,84,816,368,7,-16.5,109,1,0,109,65.66,69.66,0.8,826,0.4,23,2,5.5971,4.3361
2022,1,1,10,30,-11,89,863,425,7,-16.5,119,1,0,119,64.11,67.08,0.8,826,0.30000000000000004,14,2,6.2459,4.8525
2022,1,1,11,0,-10.600000000000001,91,893,466,7,-16.1,173,3,0,174,63.870000000000005,65.15,0.8,826,0.30000000000000004,6,2,9.2706,7.2151
2022,1,1,11,30,-10.100000000000001,90,914,492,7,-16.1,177,3,0,178,61.31,63.92,0.8,825,0.30000000000000004,179,2.1,9.5686,7.4543
2022,1,1,12,0,-9.700000000000001,87,930,503,8,-15.600000000000001,151,2,0,152,62.01,63.43,0.8,825,0.30000000000000004,353,2.2,8.1989,6.3896
2022,1,1,12,30,-9.1,83,937,498,8,-15.600000000000001,190,8,0,194,59.160000000000004,63.71,0.8,825,0.30000000000000004,350,2.4000000000000004,10.4441,8.1376
2022,1,1,13,0,-8.5,77,941,478,7,-15.100000000000001,172,8,0,175,59.03,64.75,0.8,826,0.30000000000000004,347,2.7,9.3514,7.2804
2022,1,1,13,30,-8,71,932,443,7,-15.100000000000001,173,7,0,176,56.78,66.5,0.8,826,0.30000000000000004,347,2.7,9.2805,7.2142
2022,1,1,14,0,-7.5,64,917,394,7,-14.600000000000001,154,8,0,157,56.660000000000004,68.91,0.8,826,0.30000000000000004,347,2.8000000000000003,8.1150,6.2924
2022,1,1,14,30,-7.5,56,886,331,7,-14.600000000000001,115,6,0,117,56.660000000000004,71.92,0.8,826,0.30000000000000004,348,2.4000000000000004,5.8854,4.5457
2022,1,1,15,0,-7.5,48,845,260,4,-14.4,56,0,0,56,57.92,75.44,0.8,827,0.30000000000000004,348,2.1,2.7281,2.0949
2022,1,1,15,30,-8.9,39,776,182,8,-14.4,71,7,0,72,64.58,79.39,0.8,827,0.2,344,1.8,3.4319,2.6172
2022,1,1,16,0,-10.200000000000001,29,642,99,8,-17.1,52,4,86,52,56.97,83.7,0.8,828,0.2,340,1.4000000000000001,0.0000,0.0000
2022,1,1,16,30,-11.600000000000001,16,317,26,8,-17.1,13,0,86,13,63.690000000000005,88.22,0.8,828,0.2,327,1.4000000000000001,0.0000,0.0000
2022,1,1,17,0,-13,0,0,0,0,-19.3,0,0,0,0,58.95,93.44,0.8,829,0.2,315,1.4000000000000001,0.0000,0.0000
2022,1,1,17,30,-14,0,0,0,0,-19.3,0,0,0,0,63.95,98.59,0.8,829,0.2,303,1.6,0.0000,0.0000
2022,1,1,18,0,-14.9,0,0,0,0,-20.700000000000003,0,0,0,0,61.300000000000004,103.92,0.8,829,0.1,291,1.7000000000000002,0.0000,0.0000
2022,1,1,18,30,-15.200000000000001,0,0,0,0,-20.700000000000003,0,0,0,0,62.84,109.4,0.8,829,0.1,282,2.2,0.0000,0.0000
2022,1,1,19,0,-15.4,0,0,0,0,-21.200000000000003,0,0,0,0,61.07,114.97,0.8,829,0.1,272,2.7,0.0000,0.0000
2022,1,1,19,30,-15.100000000000001,0,0,0,0,-21.200000000000003,0,0,0,0,59.57,120.62,0.8,829,0.1,273,3.5,0.0000,0.0000
2022,1,1,20,0,-14.8,0,0,0,0,-21.3,0,0,0,0,57.49,126.32000000000001,0.8,829,0.1,273,4.2,0.0000,0.0000
2022,1,1,20,30,-14.5,0,0,0,0,-21.3,0,0,0,0,56.09,132.01,0.8,829,0.1,275,4.800000000000001,0.0000,0.0000
2022,1,1,21,0,-14.200000000000001,0,0,0,0,-21.200000000000003,0,0,0,0,55.64,137.66,0.8,829,0.1,277,5.300000000000001,0.0000,0.0000
2022,1,1,21,30,-13.9,0,0,0,7,-21.200000000000003,0,0,0,0,54.29,143.20000000000002,0.8,829,0.1,277,5.7,0.0000,0.0000
2022,1,1,22,0,-13.600000000000001,0,0,0,7,-20.6,0,0,0,0,55.72,148.54,0.8,829,0.1,277,6.1000000000000005,0.0000,0.0000
2022,1,1,22,30,-13.3,0,0,0,7,-20.6,0,0,0,0,54.370000000000005,153.51,0.8,829,0.1,277,6.300000000000001,0.0000,0.0000
2022,1,1,23,0,-13.100000000000001,0,0,0,7,-20,0,0,0,0,55.99,157.82,0.8,829,0.1,278,6.5,0.0000,0.0000
2022,1,1,23,30,-12.9,0,0,0,7,-20,0,0,0,0,55.09,160.99,0.8,829,0.2,278,6.6000000000000005,0.0000,0.0000
2022,1,2,0,0,-12.700000000000001,0,0,0,7,-19.8,0,0,0,0,55.32,162.39000000000001,0.8,829,0.2,279,6.6000000000000005,0.0000,0.0000
2022,1,2,0,30,-12.5,0,0,0,7,-19.8,0,0,0,0,54.43,161.59,0.8,829,0.2,280,6.7,0.0000,0.0000
2022,1,2,1,0,-12.3,0,0,0,7,-19.6,0,0,0,0,54.56,158.84,0.8,829,0.2,281,6.7,0.0000,0.0000
2022,1,2,1,30,-12.100000000000001,0,0,0,7,-19.6,0,0,0,0,53.69,154.79,0.8,829,0.30000000000000004,281,6.7,0.0000,0.0000
2022,1,2,2,0,-11.8,0,0,0,0,-19.200000000000003,0,0,0,0,53.99,149.97,0.8,830,0.30000000000000004,282,6.7,0.0000,0.0000
2022,1,2,2,30,-11.5,0,0,0,7,-19.200000000000003,0,0,0,0,52.7,144.71,0.8,830,0.30000000000000004,283,6.800000000000001,0.0000,0.0000
2022,1,2,3,0,-11.100000000000001,0,0,0,7,-18.6,0,0,0,0,53.76,139.21,0.8,830,0.4,284,6.9,0.0000,0.0000
2022,1,2,3,30,-10.8,0,0,0,0,-18.6,0,0,0,0,52.49,133.58,0.8,830,0.4,284,7,0.0000,0.0000
2022,1,2,4,0,-10.5,0,0,0,0,-17.900000000000002,0,0,0,0,54.5,127.89,0.8,830,0.4,284,7.1000000000000005,0.0000,0.0000
2022,1,2,4,30,-10.200000000000001,0,0,0,0,-17.900000000000002,0,0,0,0,53.29,122.19,0.8,831,0.5,284,7.1000000000000005,0.0000,0.0000
2022,1,2,5,0,-9.9,0,0,0,0,-17.2,0,0,0,0,55.21,116.53,0.8,831,0.5,284,7.1000000000000005,0.0000,0.0000
2022,1,2,5,30,-9.600000000000001,0,0,0,0,-17.2,0,0,0,0,53.92,110.92,0.8,831,0.5,284,7.1000000000000005,0.0000,0.0000
2022,1,2,6,0,-9.3,0,0,0,0,-16.6,0,0,0,0,55.54,105.41,0.8,831,0.5,283,7.2,0.0000,0.0000
2022,1,2,6,30,-9,0,0,0,0,-16.6,0,0,0,0,54.25,100.04,0.8,831,0.5,283,7.300000000000001,0.0000,0.0000
2022,1,2,7,0,-8.700000000000001,0,0,0,0,-15.9,0,0,0,0,56.160000000000004,94.82000000000001,0.8,832,0.5,282,7.4,0.0000,0.0000
2022,1,2,7,30,-7.800000000000001,10,171,12,7,-15.9,7,43,46,7,52.36,89.41,0.8,832,0.5,283,7.5,0.0000,0.0000
2022,1,2,8,0,-6.9,23,568,73,7,-14.200000000000001,36,294,54,62,56.21,84.91,0.8,832,0.5,283,7.6000000000000005,0.0000,0.0000
2022,1,2,8,30,-5.6000000000000005,31,729,151,7,-14.200000000000001,59,344,4,116,50.96,80.52,0.8,833,0.5,283,7.5,0.0000,0.0000
2022,1,2,9,0,-4.3,37,823,230,0,-11.600000000000001,42,796,0,228,56.89,76.45,0.8,833,0.5,283,7.300000000000001,11.0178,8.4447
2022,1,2,9,30,-2.8000000000000003,43,883,304,0,-11.600000000000001,43,883,0,304,50.86,72.79,0.8,833,0.5,282,6.9,15.1684,11.7004
2022,1,2,10,0,-1.3,47,923,368,0,-8.6,47,923,0,368,57.75,69.63,0.8,834,0.5,282,6.4,18.9015,14.6439
2022,1,2,10,30,-0.1,49,951,420,0,-8.6,49,951,0,420,52.85,67.04,0.8,833,0.5,281,6.2,22.0514,17.1327
2022,1,2,11,0,1.2000000000000002,51,968,459,0,-6.6000000000000005,51,968,0,459,56.13,65.09,0.8,833,0.5,280,6,24.4661,19.0423
2022,1,2,11,30,2,53,978,484,0,-6.6000000000000005,53,978,0,484,53.01,63.84,0.8,833,0.5,281,5.7,26.0327,20.2817
2022,1,2,12,0,2.8000000000000003,54,982,494,0,-5.5,54,982,0,494,54.35,63.35,0.8,833,0.5,282,5.4,26.6611,20.7788
2022,1,2,12,30,3.1,52,980,488,0,-5.5,52,980,0,488,53.21,63.61,0.8,833,0.5,282,5.1000000000000005,26.2900,20.4857
2022,1,2,13,0,3.4000000000000004,52,972,468,0,-5.2,52,972,0,468,53.31,64.64,0.8,833,0.5,283,4.7,25.0285,19.4872
2022,1,2,13,30,3.3000000000000003,50,957,433,0,-5.2,50,957,0,433,53.69,66.38,0.8,833,0.5,280,4.2,22.8537,17.7672
2022,1,2,14,0,3.1,46,933,384,0,-4.2,46,933,0,384,58.620000000000005,68.79,0.8,834,0.5,278,3.7,19.8687,15.4084
2022,1,2,14,30,2.3000000000000003,43,904,326,0,-4.2,43,904,0,326,62.04,71.79,0.8,834,0.4,275,3.2,16.4184,12.6836
2022,1,2,15,0,1.4000000000000001,39,854,256,0,-4.3,39,854,0,256,66.03,75.3,0.8,834,0.4,272,2.8000000000000003,12.4860,9.5903
2022,1,2,15,30,0.2,33,773,177,0,-4.3,33,773,0,177,71.99,79.26,0.8,834,0.4,270,2.6,8.4377,6.4358
2022,1,2,16,0,-1.1,26,637,97,0,-6.800000000000001,31,559,14,94,65.21000000000001,83.57000000000001,0.8,834,0.4,269,2.4000000000000004,0.0000,0.0000
2022,1,2,16,30,-2,15,320,26,0,-6.800000000000001,15,117,43,19,69.66,88.09,0.8,834,0.4,268,2.5,0.0000,0.0000
2022,1,2,17,0,-2.9000000000000004,0,0,0,0,-8.6,0,0,0,0,64.76,93.3,0.73,834,0.4,268,2.6,0.0000,0.0000
2022,1,2,17,30,-3.4000000000000004,0,0,0,0,-8.6,0,0,0,0,67.21000000000001,98.45,0.73,834,0.4,267,3,0.0000,0.0000
2022,1,2,18,0,-3.8000000000000003,0,0,0,0,-9.200000000000001,0,0,0,0,66.1,103.78,0.73,834,0.4,267,3.3000000000000003,0.0000,0.0000
2022,1,2,18,30,-4.3,0,0,0,0,-9.200000000000001,0,0,0,0,68.63,109.25,0.73,834,0.4,267,3.4000000000000004,0.0000,0.0000
2022,1,2,19,0,-4.800000000000001,0,0,0,0,-9.9,0,0,0,0,67.33,114.83,0.73,834,0.4,268,3.6,0.0000,0.0000
2022,1,2,19,30,-4.9,0,0,0,0,-9.9,0,0,0,0,67.84,120.48,0.73,834,0.4,269,3.5,0.0000,0.0000
2022,1,2,20,0,-5.1000000000000005,0,0,0,0,-10.8,0,0,0,0,64.4,126.17,0.73,834,0.4,270,3.5,0.0000,0.0000
2022,1,2,20,30,-5.1000000000000005,0,0,0,0,-10.8,0,0,0,0,64.4,131.87,0.73,834,0.4,272,3.4000000000000004,0.0000,0.0000
2022,1,2,21,0,-5,0,0,0,7,-11.3,0,0,0,0,61.230000000000004,137.52,0.73,834,0.4,275,3.4000000000000004,0.0000,0.0000
2022,1,2,21,30,-5,0,0,0,0,-11.3,0,0,0,0,61.160000000000004,143.06,0.73,833,0.4,277,3.3000000000000003,0.0000,0.0000
2022,1,2,22,0,-5,0,0,0,7,-11.4,0,0,0,0,60.61,148.4,0.73,833,0.4,279,3.3000000000000003,0.0000,0.0000
2022,1,2,22,30,-5,0,0,0,7,-11.4,0,0,0,0,60.61,153.37,0.73,833,0.4,279,3.3000000000000003,0.0000,0.0000
2022,1,2,23,0,-5,0,0,0,7,-11.3,0,0,0,0,61.32,157.68,0.73,833,0.30000000000000004,280,3.3000000000000003,0.0000,0.0000
2022,1,2,23,30,-5.1000000000000005,0,0,0,6,-11.3,0,0,0,0,61.79,160.87,0.73,833,0.30000000000000004,279,3.3000000000000003,0.0000,0.0000
2022,1,3,0,0,-5.1000000000000005,0,0,0,6,-10.9,0,0,0,0,63.550000000000004,162.29,0.73,832,0.30000000000000004,278,3.4000000000000004,0.0000,0.0000
2022,1,3,0,30,-5.2,0,0,0,6,-10.9,0,0,0,0,64.03,161.52,0.73,832,0.30000000000000004,278,3.4000000000000004,0.0000,0.0000
2022,1,3,1,0,-5.300000000000001,0,0,0,7,-10.600000000000001,0,0,0,0,66.24,158.81,0.73,832,0.30000000000000004,277,3.5,0.0000,0.0000
2022,1,3,1,30,-5.4,0,0,0,7,-10.600000000000001,0,0,0,0,66.74,154.78,0.73,832,0.30000000000000004,277,3.6,0.0000,0.0000
2022,1,3,2,0,-5.4,0,0,0,0,-10.4,0,0,0,0,67.78,149.98,0.73,832,0.30000000000000004,278,3.6,0.0000,0.0000
2022,1,3,2,30,-5.4,0,0,0,0,-10.4,0,0,0,0,67.78,144.74,0.73,832,0.30000000000000004,278,3.6,0.0000,0.0000
2022,1,3,3,0,-5.4,0,0,0,7,-10.3,0,0,0,0,68.48,139.24,0.73,832,0.30000000000000004,277,3.6,0.0000,0.0000
2022,1,3,3,30,-5.2,0,0,0,7,-10.3,0,0,0,0,67.45,133.61,0.73,832,0.30000000000000004,277,3.6,0.0000,0.0000
2022,1,3,4,0,-5.1000000000000005,0,0,0,7,-10,0,0,0,0,68.65,127.93,0.73,832,0.30000000000000004,276,3.5,0.0000,0.0000
2022,1,3,4,30,-4.6000000000000005,0,0,0,6,-10,0,0,0,0,66.03,122.23,0.73,831,0.30000000000000004,275,3.4000000000000004,0.0000,0.0000
2022,1,3,5,0,-4.2,0,0,0,9,-9.4,0,0,0,0,67.31,116.56,0.73,831,0.30000000000000004,275,3.3000000000000003,0.0000,0.0000
2022,1,3,5,30,-3.8000000000000003,0,0,0,9,-9.4,0,0,0,0,65.32000000000001,110.95,0.73,831,0.30000000000000004,275,3.1,0.0000,0.0000
2022,1,3,6,0,-3.3000000000000003,0,0,0,9,-8.8,0,0,0,0,65.75,105.44,0.73,831,0.30000000000000004,275,2.9000000000000004,0.0000,0.0000
2022,1,3,6,30,-3,0,0,0,9,-8.8,0,0,0,0,64.3,100.06,0.73,831,0.30000000000000004,274,2.8000000000000003,0.0000,0.0000
2022,1,3,7,0,-2.6,0,0,0,9,-8.5,0,0,0,0,63.77,94.84,0.73,831,0.30000000000000004,273,2.6,0.0000,0.0000
2022,1,3,7,30,-2,11,174,13,9,-8.5,4,0,57,4,61,89.43,0.73,831,0.30000000000000004,273,2.6,0.0000,0.0000
2022,1,3,8,0,-1.5,24,582,76,9,-7.800000000000001,22,0,100,22,62.18,84.92,0.73,831,0.30000000000000004,272,2.5,0.0000,0.0000
2022,1,3,8,30,-0.8,34,747,157,9,-7.800000000000001,30,0,14,30,59.15,80.51,0.73,832,0.30000000000000004,271,2.4000000000000004,0.0000,0.0000
2022,1,3,9,0,0,40,843,238,9,-5.800000000000001,31,0,46,31,65.01,76.43,0.73,832,0.30000000000000004,271,2.3000000000000003,1.4983,1.1484
2022,1,3,9,30,1,44,898,310,9,-5.800000000000001,39,0,36,39,60.480000000000004,72.76,0.73,832,0.30000000000000004,268,2.1,1.9465,1.5015
2022,1,3,10,0,2,46,933,372,9,-4.4,65,1,11,65,62.68,69.58,0.73,832,0.4,264,1.8,3.3401,2.5879
2022,1,3,10,30,2.9000000000000004,50,960,425,6,-4.4,185,19,0,192,58.730000000000004,66.98,0.73,831,0.4,258,1.7000000000000002,10.0855,7.8363
2022,1,3,11,0,3.9000000000000004,52,977,465,6,-3.6,228,37,0,244,58,65.02,0.73,831,0.4,252,1.6,13.0127,10.1285
2022,1,3,11,30,4.6000000000000005,53,989,490,6,-3.6,225,22,0,235,55.230000000000004,63.76,0.73,831,0.4,249,1.9000000000000001,12.6469,9.8536
2022,1,3,12,0,5.4,52,994,499,9,-4,234,21,0,243,50.61,63.25,0.73,830,0.4,246,2.1,13.1237,10.2289
2022,1,3,12,30,5.7,52,991,494,9,-4,258,44,0,278,49.57,63.51,0.73,830,0.4,243,2,14.9871,11.6791
2022,1,3,13,0,6.1000000000000005,51,984,474,6,-3.7,270,137,0,329,49.35,64.52,0.73,830,0.4,240,1.9000000000000001,17.6102,13.7126
2022,1,3,13,30,5.800000000000001,49,969,439,6,-3.7,247,147,0,306,50.38,66.26,0.73,830,0.4,237,1.7000000000000002,16.1659,12.5693
2022,1,3,14,0,5.5,47,945,391,6,-2,223,103,0,260,58.410000000000004,68.66,0.73,829,0.4,235,1.4000000000000001,13.4678,10.4460
2022,1,3,14,30,4.6000000000000005,44,909,330,9,-2,185,90,0,213,62.18,71.65,0.73,829,0.4,227,1.3,10.7413,8.2996
2022,1,3,15,0,3.7,40,855,259,9,-3.1,142,37,0,151,60.96,75.16,0.73,829,0.4,218,1.2000000000000002,7.3737,5.6650
2022,1,3,15,30,2.2,34,773,180,9,-3.1,102,20,0,106,67.78,79.12,0.73,829,0.4,213,1.2000000000000002,5.0541,3.8557
2022,1,3,16,0,0.7000000000000001,27,636,100,9,-6.1000000000000005,27,1,86,27,60.26,83.43,0.73,829,0.4,209,1.1,0.0000,0.0000
2022,1,3,16,30,-0.2,17,319,28,7,-6.1000000000000005,12,0,86,12,64.31,87.96000000000001,0.73,829,0.4,214,1.2000000000000002,0.0000,0.0000
2022,1,3,17,0,-1,0,0,0,7,-8.200000000000001,0,0,0,0,58.2,93.15,0.68,829,0.4,220,1.2000000000000002,0.0000,0.0000
2022,1,3,17,30,-1.1,0,0,0,7,-8.200000000000001,0,0,0,0,58.56,98.31,0.68,828,0.4,231,1.4000000000000001,0.0000,0.0000
2022,1,3,18,0,-1.2000000000000002,0,0,0,7,-8.9,0,0,0,0,55.93,103.64,0.68,828,0.4,242,1.6,0.0000,0.0000
2022,1,3,18,30,-1.3,0,0,0,7,-8.9,0,0,0,0,56.34,109.11,0.68,828,0.4,250,2,0.0000,0.0000
2022,1,3,19,0,-1.5,0,0,0,7,-9.1,0,0,0,0,56.22,114.69,0.68,828,0.30000000000000004,259,2.4000000000000004,0.0000,0.0000
2022,1,3,19,30,-1.8,0,0,0,7,-9.1,0,0,0,0,57.410000000000004,120.34,0.68,827,0.30000000000000004,263,2.6,0.0000,0.0000
2022,1,3,20,0,-2.1,0,0,0,6,-9.1,0,0,0,0,58.92,126.03,0.68,827,0.30000000000000004,266,2.9000000000000004,0.0000,0.0000
2022,1,3,20,30,-2.2,0,0,0,6,-9.1,0,0,0,0,59.28,131.73,0.68,826,0.30000000000000004,267,3,0.0000,0.0000
2022,1,3,21,0,-2.3000000000000003,0,0,0,6,-8.8,0,0,0,0,60.83,137.38,0.68,826,0.30000000000000004,268,3.1,0.0000,0.0000
2022,1,3,21,30,-2.2,0,0,0,9,-8.9,0,0,0,0,60.31,142.92000000000002,0.68,825,0.30000000000000004,269,3.3000000000000003,0.0000,0.0000
2022,1,3,22,0,-2.2,0,0,0,9,-8.6,0,0,0,0,61.65,148.25,0.68,825,0.30000000000000004,269,3.4000000000000004,0.0000,0.0000
2022,1,3,22,30,-2,0,0,0,9,-8.6,0,0,0,0,60.74,153.22,0.68,825,0.30000000000000004,270,3.7,0.0000,0.0000
2022,1,3,23,0,-1.9000000000000001,0,0,0,6,-8.3,0,0,0,0,61.5,157.54,0.68,824,0.30000000000000004,271,3.9000000000000004,0.0000,0.0000
2022,1,3,23,30,-1.8,0,0,0,7,-8.3,0,0,0,0,61.04,160.74,0.68,824,0.4,272,4.3,0.0000,0.0000
2022,1,4,0,0,-1.7000000000000002,0,0,0,6,-8.1,0,0,0,0,61.46,162.18,0.68,823,0.4,272,4.6000000000000005,0.0000,0.0000
2022,1,4,0,30,-1.9000000000000001,0,0,0,7,-8.1,0,0,0,0,62.370000000000005,161.45000000000002,0.68,823,0.4,272,4.9,0.0000,0.0000
2022,1,4,1,0,-2.1,0,0,0,0,-8.5,0,0,0,0,61.64,158.78,0.68,823,0.4,273,5.1000000000000005,0.0000,0.0000
2022,1,4,1,30,-2,0,0,0,0,-8.5,0,0,0,0,61.19,154.77,0.68,823,0.4,274,5.300000000000001,0.0000,0.0000
2022,1,4,2,0,-1.9000000000000001,0,0,0,0,-8.8,0,0,0,0,59.08,149.99,0.68,823,0.30000000000000004,275,5.5,0.0000,0.0000
2022,1,4,2,30,-1.7000000000000002,0,0,0,0,-8.8,0,0,0,0,58.22,144.75,0.68,823,0.30000000000000004,277,5.6000000000000005,0.0000,0.0000
2022,1,4,3,0,-1.4000000000000001,0,0,0,0,-9,0,0,0,0,56.2,139.27,0.68,823,0.30000000000000004,278,5.7,0.0000,0.0000
2022,1,4,3,30,-1.6,0,0,0,0,-9,0,0,0,0,57.03,133.64000000000001,0.68,823,0.30000000000000004,278,5.4,0.0000,0.0000
2022,1,4,4,0,-1.7000000000000002,0,0,0,0,-9.4,0,0,0,0,55.78,127.95,0.68,823,0.30000000000000004,277,5.2,0.0000,0.0000
2022,1,4,4,30,-2.2,0,0,0,0,-9.4,0,0,0,0,57.88,122.26,0.68,823,0.30000000000000004,276,4.6000000000000005,0.0000,0.0000
2022,1,4,5,0,-2.7,0,0,0,7,-10.3,0,0,0,0,55.86,116.58,0.68,823,0.30000000000000004,275,4,0.0000,0.0000
2022,1,4,5,30,-3.5,0,0,0,7,-10.3,0,0,0,0,59.28,110.97,0.68,823,0.30000000000000004,272,3.4000000000000004,0.0000,0.0000
2022,1,4,6,0,-4.3,0,0,0,7,-11.5,0,0,0,0,57.120000000000005,105.46000000000001,0.68,823,0.30000000000000004,269,2.8000000000000003,0.0000,0.0000
2022,1,4,6,30,-4.6000000000000005,0,0,0,7,-11.5,0,0,0,0,58.43,100.07000000000001,0.68,823,0.4,263,2.6,0.0000,0.0000
2022,1,4,7,0,-5,0,0,0,7,-12.200000000000001,0,0,0,0,56.94,94.85000000000001,0.68,823,0.4,257,2.3000000000000003,0.0000,0.0000
2022,1,4,7,30,-3.5,10,170,12,7,-12.200000000000001,8,1,57,8,50.88,89.43,0.68,823,0.4,258,2.5,0.0000,0.0000
2022,1,4,8,0,-2,23,562,73,7,-10,38,297,54,64,54.26,84.91,0.68,823,0.5,258,2.8000000000000003,0.0000,0.0000
2022,1,4,8,30,0,32,723,151,0,-10,39,660,11,148,46.94,80.49,0.68,824,0.5,261,3.1,0.0000,0.0000
2022,1,4,9,0,1.9000000000000001,39,817,231,0,-7.2,39,817,0,231,50.94,76.4,0.68,824,0.5,264,3.5,11.1670,8.5599
2022,1,4,9,30,2.8000000000000003,43,878,304,0,-7.2,47,860,4,302,47.78,72.72,0.68,824,0.5,271,4.6000000000000005,15.0785,11.6322
2022,1,4,10,0,3.7,47,919,368,0,-6.300000000000001,47,919,0,368,47.96,69.53,0.68,824,0.5,278,5.800000000000001,18.9182,14.6586
2022,1,4,10,30,4.1000000000000005,50,946,421,0,-6.300000000000001,50,946,0,421,46.63,66.92,0.68,824,0.5,281,6.300000000000001,22.1252,17.1921
2022,1,4,11,0,4.5,53,964,461,0,-5.7,53,964,0,461,47.61,64.94,0.68,824,0.5,284,6.9,24.6000,19.1489
2022,1,4,11,30,4.7,55,973,487,0,-5.7,55,973,0,487,46.89,63.67,0.68,823,0.5,285,7,26.2252,20.4343
2022,1,4,12,0,4.9,58,975,498,0,-5.300000000000001,58,975,0,498,47.480000000000004,63.15,0.68,823,0.5,287,7.2,26.9138,20.9787
2022,1,4,12,30,4.9,56,968,490,0,-5.300000000000001,56,968,0,490,47.480000000000004,63.39,0.68,823,0.6000000000000001,289,7.2,26.4380,20.6043
